image_path,cluster_id,class_name
training_patches\Cartosat_Main_stretched_2944_10112.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_1024.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_10240.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_10368.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_10496.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_10624.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_10752.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_10880.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_11008.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_1152.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_128.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_1280.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_1408.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_1536.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_1664.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_1792.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_1920.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2048.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2176.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2304.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2432.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_256.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2560.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2688.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2816.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_2944.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_3072.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_3200.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_3328.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_3456.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_3584.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_3712.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_384.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_3840.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_3968.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_4096.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_4224.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_4352.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_4480.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_4608.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_4736.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_4864.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_4992.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_512.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_5120.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_5248.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_5376.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_5504.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_5632.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_5760.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_5888.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6016.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6144.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6272.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_640.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6400.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6528.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6656.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6784.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_6912.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_7040.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_7168.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_2944_7296.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_7424.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_2944_7552.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_2944_768.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_7680.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_7808.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_2944_7936.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_2944_8064.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_2944_8192.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_8320.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_8448.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_8576.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_2944_8704.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_8832.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_896.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_2944_8960.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_9088.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_9216.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_9344.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_9472.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_2944_9600.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_9728.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_9856.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_2944_9984.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_0.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_10112.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_1024.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_10240.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_10368.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3072_10496.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_10624.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_10752.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_10880.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_11008.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_1152.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_128.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_1280.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_1408.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_1536.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_1664.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_1792.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_1920.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2048.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2176.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2304.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2432.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_256.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2560.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2688.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2816.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_2944.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_3072.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_3200.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_3328.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_3456.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_3584.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_3712.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_384.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_3840.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3072_3968.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_4096.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_4224.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_4352.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_4480.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_4608.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_4736.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_4864.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_4992.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_512.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_5120.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_5248.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_5376.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_5504.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_5632.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_5760.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_5888.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6016.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6144.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6272.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_640.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6400.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6528.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6656.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6784.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_6912.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_7168.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3072_7296.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3072_7424.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3072_7552.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3072_768.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_7680.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3072_7808.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3072_7936.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3072_8064.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3072_8192.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3072_8320.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3072_8448.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3072_8576.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3072_8704.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3072_8832.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3072_896.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3072_8960.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9088.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9216.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9344.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9472.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9600.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9728.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9856.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3072_9984.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_0.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_10112.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_1024.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_10240.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3200_10368.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_10496.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_10624.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_10752.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_10880.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_11008.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_1152.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_128.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_1280.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_1408.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_1536.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_1664.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_1792.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_1920.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2048.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2176.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2304.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2432.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_256.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2560.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2688.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2816.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_2944.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_3072.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_3200.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_3328.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_3456.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_3584.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_3712.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_384.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_3840.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3200_3968.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_4096.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_4224.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_4352.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_4480.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_4608.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_4736.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_4864.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_4992.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_512.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_5120.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_5248.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_5376.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_5504.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_5632.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_5760.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_5888.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6016.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6144.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6272.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_640.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6400.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6528.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6656.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6784.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_6912.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3200_7040.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_7168.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3200_7296.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_7424.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3200_7552.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_768.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_7680.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_7808.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_7936.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3200_8064.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_8192.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3200_8320.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3200_8448.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_8576.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_8704.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3200_8832.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_896.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3200_8960.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_9088.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3200_9216.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_9344.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_9472.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_9600.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_9728.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_9856.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3200_9984.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_0.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_10112.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_1024.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_10240.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_10368.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_10496.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_10624.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_10752.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_10880.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_11008.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_1152.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_128.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_1280.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_1408.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_1536.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_1664.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_1792.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_1920.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2048.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2176.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2304.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2432.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_256.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2560.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2688.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2816.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_2944.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_3072.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_3200.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_3328.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_3456.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_3584.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_3712.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3328_384.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_3840.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_3968.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_4096.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_4224.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_4352.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_4480.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_4608.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_4736.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_4864.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_4992.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_512.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_5120.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_5248.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_5376.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_5504.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_5632.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_5760.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_5888.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_6016.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_6144.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_6272.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_640.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_6400.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_6528.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_6656.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_6784.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3328_6912.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3328_7040.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_7168.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_7296.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_7424.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3328_7552.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3328_768.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_7680.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3328_7808.png,2,Roads_and_Pavement
training_patches\Cartosat_Main_stretched_3328_7936.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_8064.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_8192.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3328_8320.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_8448.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_8576.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_8704.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_8832.png,5,Bare_Earth_Exposed_Soil
training_patches\Cartosat_Main_stretched_3328_896.png,1,Beaches/Sea_Shores
training_patches\Cartosat_Main_stretched_3328_8960.png,3,Urban_Built_Up
training_patches\Cartosat_Main_stretched_3328_9088.png,4,Deep_Water_or_Shadows
training_patches\Cartosat_Main_stretched_3328_9216.png,4,Deep_Water_or_Shadows
